sample,n_loci,n_used_fw_reads,mean_cov,mean_cov_ns,Raw,Espece,Notes_groupe
S_23_02254,114328,1914354,16.744,18.577,9463255,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02255,105746,1513465,14.312,15.349,7903624,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02256,104465,2650909,25.376,27.832,14074440,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02257,105869,1492833,14.101,15.199,7900042,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02258,89154,1165012,13.067,13.661,6099150,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02259,110484,1941956,17.577,19.399,10294742,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02260,97418,2458358,25.235,27.062,12966481,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02261,372,2252,6.054,5.563,598261,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02262,98143,1666467,16.98,18.206,8938451,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02263,92797,1354009,14.591,15.362,7053510,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02264,95206,1333341,14.005,14.905,7291255,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02265,211,3654,17.318,10.862,13130440,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02266,114,1932,16.947,9.21,5382600,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02267,106063,1842057,17.368,18.967,9523404,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02268,85314,991826,11.626,12.13,5421069,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02269,91740,1321903,14.409,15.343,7309975,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02270,7865,49715,6.321,5.946,423217,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02271,94,1776,18.894,14.255,7804592,undatum,Groupe_Newfoundland_3Ps_Offshore
